Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
520,Sam Merrill,25,MEM,SG,6,0,58,.333,24.4,.042,.042,.000,.000,.000,.958,1.000,1.000,,,,.304,1.000,.714,.000,0,.217,.200,0,0,,merrisa01
521,Gabriel Deck,26,OKC,PF,7,0,56,.571,11.9,.714,.357,.071,.214,.071,.286,.600,.600,1.000,.667,.000,.500,.667,1.000,.000,0,.500,1.000,0,0,,deckga01
522,James Ennis III,31,3TM,SF,7,0,56,.458,10.2,.667,.542,.083,.000,.042,.333,.500,.538,.500,,.000,.375,.750,1.000,.000,0,.125,.000,0,0,,ennisja01
522,James Ennis III,31,BRK,SF,2,0,14,.286,8.3,.714,.714,.000,.000,.000,.286,.200,.200,,,,.500,1.000,1.000,.000,0,.000,,0,0,,ennisja01
522,James Ennis III,31,LAC,SF,2,0,28,.636,12.3,.636,.455,.091,.000,.091,.364,.714,1.000,.000,,.000,.500,.800,1.000,.000,0,.000,,0,0,,ennisja01
522,James Ennis III,31,DEN,SF,3,0,14,.333,10.0,.667,.500,.167,.000,.000,.333,.500,.333,1.000,,,.000,.500,,.000,0,.500,.000,0,0,,ennisja01
523,D.J. Wilson,25,TOR,PF,4,1,54,.733,9.6,.867,.400,.133,.200,.133,.133,.846,1.000,.500,.667,1.000,.000,.727,,.267,4,.500,.000,0,0,,wilsodj01
524,Myles Powell,24,PHI,PG,11,0,52,.294,13.5,.647,.353,.176,.000,.118,.353,.364,.667,.000,,.000,.167,.000,.000,.000,0,.000,,0,0,,powelmy01
525,Mason Jones,23,LAL,SG,4,0,51,.467,10.5,.733,.267,.400,.067,.000,.267,.545,.750,.500,.000,,.250,.667,.000,.000,0,.000,,0,0,,jonesma05
526,Tremont Waters,24,2TM,PG,3,0,50,.286,16.4,.357,.000,.143,.143,.071,.643,.400,,.500,.500,.000,.222,.000,.500,.000,0,.222,.000,0,0,,watertr01
526,Tremont Waters,24,TOR,PG,2,0,42,.250,25.2,.250,.000,.083,.083,.083,.750,.333,,.000,1.000,.000,.222,.000,.500,.000,0,.222,.000,0,0,,watertr01
526,Tremont Waters,24,WAS,PG,1,0,8,.500,7.6,1.000,.000,.500,.500,.000,.000,.500,,1.000,.000,,,.000,,.000,0,,,0,0,,watertr01
527,Cameron McGriff,24,POR,SF,3,0,46,.357,13.0,.571,.357,.143,.000,.071,.429,.375,.400,.500,,.000,.333,.667,.000,.000,0,.333,.000,0,0,,mcgrica01
528,Miye Oni,24,UTA,SG,16,0,44,.222,21.8,.111,.111,.000,.000,.000,.889,1.000,1.000,,,,.125,.000,1.000,.000,0,.625,.000,0,0,,onimi01
529,Gabriel Lundberg,27,PHO,SG,4,0,44,.263,19.3,.579,.158,.053,.000,.368,.421,.182,.000,.000,,.286,.375,.000,.667,.000,0,.000,,0,0,,lundbga01
530,Vernon Carey Jr.,20,2TM,C,7,1,44,.538,8.1,1.000,.615,.000,.077,.308,.000,.538,.750,,.000,.250,,.286,,.000,0,,,0,0,,careyve01
530,Vernon Carey Jr.,20,CHO,C,4,1,17,.500,7.6,1.000,.667,.000,.000,.333,.000,.500,.750,,,.000,,.333,,.000,0,,,0,0,,careyve01
530,Vernon Carey Jr.,20,WAS,C,3,0,27,.571,8.6,1.000,.571,.000,.143,.286,.000,.571,.750,,.000,.500,,.250,,.000,0,,,0,0,,careyve01
531,Jared Harper,24,NOP,PG,5,0,43,.538,16.8,.538,.192,.115,.077,.154,.462,.643,.400,1.000,.500,.750,.417,.333,.600,.038,1,.083,1.000,0,0,,harpeja01
532,Cameron Oliver,25,ATL,SF,2,0,43,.667,7.8,.800,.600,.133,.000,.067,.200,.750,.667,1.000,,1.000,.333,.778,1.000,.067,1,.333,.000,0,0,,oliveca01
533,Robert Woodard II,22,SAC,SF,12,0,42,.125,12.7,.750,.188,.250,.125,.188,.250,.083,.333,.000,.000,.000,.250,1.000,1.000,.063,1,.250,.000,0,0,,woodaro01
534,Sharife Cooper,20,ATL,PG,13,0,39,.214,11.6,.571,.500,.071,.000,.000,.429,.250,.143,1.000,,,.167,.500,.000,.000,0,.333,.000,0,0,,coopesh01
535,Cassius Winston,23,WAS,PG,7,0,39,.364,19.1,.455,.091,.091,.182,.091,.545,.400,.000,.000,.500,1.000,.333,.500,1.000,.000,0,.167,.000,0,0,,winstca01
536,Xavier Sneed,24,2TM,SF,9,0,39,.200,22.2,.200,.100,.000,.100,.000,.800,.500,1.000,,.000,,.125,.000,1.000,.000,0,.500,.000,0,0,,sneedxa01
536,Xavier Sneed,24,MEM,SF,2,0,8,.000,24.3,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.500,.000,0,0,,sneedxa01
536,Xavier Sneed,24,UTA,SF,7,0,31,.250,20.1,.250,.125,.000,.125,.000,.750,.500,1.000,,.000,,.167,.000,1.000,.000,0,.500,.000,0,0,,sneedxa01
537,Nik Stauskas,28,2TM,SG,8,0,39,.357,21.3,.286,.071,.071,.071,.071,.714,.250,.000,.000,1.000,.000,.400,1.000,.750,.000,0,.500,.600,0,0,,stausni01
537,Nik Stauskas,28,MIA,SG,2,0,24,.375,17.4,.500,.125,.125,.125,.125,.500,.250,.000,.000,1.000,.000,.500,1.000,1.000,.000,0,.750,.667,0,0,,stausni01
537,Nik Stauskas,28,BOS,SG,6,0,15,.333,25.2,.000,.000,.000,.000,.000,1.000,,,,,,.333,,.500,.000,0,.333,.500,0,0,,stausni01
538,Petr Cornelie,26,DEN,PF,13,0,38,.333,15.9,.467,.333,.067,.000,.067,.533,.571,.600,1.000,,.000,.125,1.000,1.000,.267,2,.375,.000,0,0,,cornepe01
539,Darren Collison,34,LAL,PG,3,0,37,.286,16.1,.571,.286,.000,.000,.286,.429,.500,1.000,,,.000,.000,1.000,,.000,0,1.000,.000,0,0,,collida01
540,Justin Jackson,26,2TM,SF,7,0,37,.333,20.4,.400,.000,.200,.067,.133,.600,.333,,.667,.000,.000,.333,1.000,1.000,.000,0,.111,1.000,0,0,,jacksju01
540,Justin Jackson,26,BOS,SF,1,0,2,.000,20.9,1.000,.000,.000,.000,1.000,.000,.000,,,,.000,,,,.000,0,,,0,0,,jacksju01
540,Justin Jackson,26,PHO,SF,6,0,35,.357,19.8,.357,.000,.214,.071,.071,.643,.400,,.667,.000,.000,.333,1.000,1.000,.000,0,.111,1.000,0,0,,jacksju01
541,Marko Simonovic,22,CHI,C,9,0,35,.267,12.2,.667,.333,.200,.000,.133,.333,.300,.600,.000,,.000,.200,.667,1.000,.067,1,.000,,0,0,,simonma01
542,Cheick Diallo,25,DET,C,3,0,31,.375,3.1,1.000,.375,.625,.000,.000,.000,.375,.667,.200,,,,.333,,.125,1,,,0,0,,diallch01
543,Micah Potter,23,DET,C,3,0,31,.455,8.3,.818,.364,.273,.182,.000,.182,.556,.500,.667,.500,,.000,.600,,.000,0,.000,,0,0,,pottemi01
544,Juwan Morgan,24,2TM,PF,2,0,31,.667,17.1,.333,.333,.000,.000,.000,.667,1.000,1.000,,,,.500,1.000,1.000,.000,0,.000,,0,0,,morgaju01
544,Juwan Morgan,24,TOR,PF,1,0,27,.667,17.1,.333,.333,.000,.000,.000,.667,1.000,1.000,,,,.500,1.000,1.000,.000,0,.000,,0,0,,morgaju01
544,Juwan Morgan,24,BOS,PF,1,0,4,,,,,,,,,,,,,,,,,,0,,,0,0,,morgaju01
545,Jordan Schakel,23,WAS,SG,4,0,30,.091,17.8,.455,.091,.273,.000,.091,.545,.000,.000,.000,,.000,.167,,1.000,.000,0,.167,.000,0,0,,schakjo01
546,Daniel Oturu,22,TOR,C,3,0,27,.500,6.8,.833,.500,.333,.000,.000,.167,.600,.667,.500,,,.000,.333,,.000,0,.000,,0,0,,oturuda01
547,Deividas Sirvydis,21,DET,SG,3,0,27,.100,19.4,.300,.200,.100,.000,.000,.700,.000,.000,.000,,,.143,,1.000,.000,0,.000,,0,0,,sirvyde01
548,Mac McClung,23,2TM,PG,2,0,25,.500,16.3,.500,.333,.000,.000,.167,.500,.667,.500,,,1.000,.333,1.000,1.000,.000,0,.000,,0,0,,mccluma01
548,Mac McClung,23,CHI,PG,1,0,3,1.000,16.0,1.000,.000,.000,.000,1.000,.000,1.000,,,,1.000,,1.000,,.000,0,,,0,0,,mccluma01
548,Mac McClung,23,LAL,SG,1,0,22,.400,16.6,.400,.400,.000,.000,.000,.600,.500,.500,,,,.333,1.000,1.000,.000,0,.000,,0,0,,mccluma01
549,Shaquille Harrison,28,BRK,SG,2,0,23,.333,9.5,.667,.500,.167,.000,.000,.333,.500,.667,.000,,,.000,.500,,.000,0,1.000,.000,0,0,,harrish01
550,Carlik Jones,24,2TM,PG,5,0,23,.111,10.1,.889,.333,.111,.333,.111,.111,.125,.333,.000,.000,.000,.000,.000,,.000,0,1.000,.000,0,0,,jonesca03
550,Carlik Jones,24,DAL,PG,3,0,19,.000,10.0,.857,.286,.143,.429,.000,.143,.000,.000,.000,.000,,.000,,,.000,0,1.000,.000,0,0,,jonesca03
550,Carlik Jones,24,DEN,PG,2,0,4,.500,10.2,1.000,.500,.000,.000,.500,.000,.500,1.000,,,.000,,.000,,.000,0,,,0,0,,jonesca03
551,Chandler Hutchison,25,PHO,SF,6,0,22,.500,5.0,1.000,.500,.500,.000,.000,.000,.500,.000,1.000,,,,1.000,,.000,0,,,0,0,,hutchch01
552,Damyean Dotson,27,NYK,SG,2,0,21,.500,11.3,.750,.250,.250,.250,.000,.250,.667,1.000,.000,1.000,,.000,.500,,.000,0,1.000,.000,0,0,,dotsoda01
553,Gabe York,28,IND,SG,2,0,21,.286,22.4,.143,.000,.143,.000,.000,.857,1.000,,1.000,,,.167,1.000,1.000,.000,0,.167,.000,0,0,,yorkga01
554,Joel Ayayi,21,WAS,SG,7,0,20,.167,12.6,.833,.167,.333,.167,.167,.167,.200,.000,.000,1.000,.000,.000,.000,,.000,0,.000,,0,0,,ayayijo01
555,Jay Huff,23,LAL,C,4,0,20,.000,19.9,.333,.000,.333,.000,.000,.667,.000,,.000,,,.000,,,.000,0,.000,,0,0,,huffja01
556,McKinley Wright IV,23,MIN,PG,5,0,19,.667,19.3,.333,.000,.333,.000,.000,.667,1.000,,1.000,,,.500,.000,.000,.000,0,.000,,0,0,,wrighmc01
557,George King,28,DAL,SF,4,0,19,.000,19.6,.200,.000,.200,.000,.000,.800,.000,,.000,,,.000,,,.000,0,.750,.000,0,0,,kingge03
558,Norvel Pelle,28,UTA,C,3,0,19,.600,0.4,1.000,1.000,.000,.000,.000,.000,.600,.600,,,,,.667,,.400,2,,,0,0,,pelleno01
559,Wayne Selden,27,NYK,SG,3,0,19,.250,15.9,.500,.000,.500,.000,.000,.500,.000,,.000,,,.500,,1.000,.000,0,.500,.000,0,0,,seldewa01
560,Craig Sword,28,WAS,SG,3,0,19,.750,7.0,.750,.750,.000,.000,.000,.250,1.000,1.000,,,,.000,1.000,,.000,0,1.000,.000,0,0,,swordcr01
561,Eugene Omoruyi,24,DAL,SF,4,0,18,.400,17.7,.600,.000,.200,.200,.200,.400,.333,,1.000,.000,.000,.500,.000,1.000,.000,0,.500,.000,0,0,,omorueu01
562,Emanuel Terry,25,PHO,PF,3,0,18,.000,2.2,1.000,.600,.400,.000,.000,.000,.000,.000,.000,,,,,,.000,0,,,0,0,,terryem01
563,Scotty Hopson,32,OKC,SG,1,0,18,.500,17.3,.750,.000,.250,.000,.500,.250,.667,,.000,,1.000,.000,.500,,.000,0,.000,,0,0,,hopsosc01
564,Aaron Henry,22,PHI,SF,6,0,17,.200,12.0,.800,.200,.200,.400,.000,.200,.250,1.000,.000,.000,,.000,1.000,,.000,0,.000,,0,0,,henryaa01
565,Trayvon Palmer,27,DET,SG,1,0,17,.000,4.0,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,,.000,0,,,0,0,,palmetr01
566,Dakota Mathias,26,MEM,SG,6,0,16,.333,25.1,.000,.000,.000,.000,.000,1.000,,,,,,.333,,1.000,.000,0,.167,1.000,0,0,,mathida01
567,Jaylen Morris,26,SAS,SG,3,0,16,.000,11.6,.667,.500,.167,.000,.000,.333,.000,.000,.000,,,.000,,,.167,0,.000,,0,0,,morrija01
568,Sekou Doumbouya,21,LAL,PF,2,0,16,.625,8.9,.750,.500,.250,.000,.000,.250,.667,1.000,.000,,,.500,.500,1.000,.000,0,.000,,0,0,,doumbse01
569,Jemerrio Jones,26,LAL,SF,2,0,15,.667,2.7,1.000,.667,.333,.000,.000,.000,.667,1.000,.000,,,,.500,,.000,0,,,0,0,,jonesje01
570,Moses Wright,23,2TM,PF,4,0,14,.250,13.2,.750,.250,.000,.500,.000,.250,.333,1.000,,.000,,.000,1.000,,.000,0,1.000,.000,0,0,,wrighmo01
570,Moses Wright,23,LAC,PF,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,,wrighmo01
570,Moses Wright,23,DAL,PF,3,0,13,.250,13.2,.750,.250,.000,.500,.000,.250,.333,1.000,,.000,,.000,1.000,,.000,0,1.000,.000,0,0,,wrighmo01
571,Cat Barber,27,ATL,PG,3,0,13,.000,9.6,1.000,.500,.000,.000,.500,.000,.000,.000,,,.000,,,,.000,0,,,0,0,,barbeca01
572,Jarron Cumberland,24,POR,SG,3,0,12,.500,15.8,.500,.500,.000,.000,.000,.500,1.000,1.000,,,,.000,1.000,,.000,0,.000,,0,0,,cumbeja01
573,JaQuori McLaughlin,24,DAL,PG,4,0,11,.000,21.9,.500,.000,.000,.000,.500,.500,.000,,,,.000,.000,,,.000,0,1.000,.000,0,0,,mclauja01
574,Rob Edwards,25,OKC,SG,2,0,11,.250,24.3,.000,.000,.000,.000,.000,1.000,,,,,,.250,,.000,.000,0,.500,.000,0,0,,edwarro01
575,Emmanuel Mudiay,25,SAC,PG,2,0,11,.000,13.0,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,,.000,0,,,0,0,,mudiaem01
576,Tre Scott,25,CLE,SF,2,0,11,.500,8.2,.833,.500,.167,.167,.000,.167,.600,.667,1.000,.000,,.000,.667,,.000,0,.000,,0,0,,scotttr01
577,Shaq Buchanan,25,MEM,SG,2,0,10,.250,13.6,.500,.500,.000,.000,.000,.500,.500,.500,,,,.000,1.000,,.000,0,.000,,0,0,,buchash01
578,DaQuan Jeffries,24,MEM,SG,3,0,9,.500,12.1,.500,.500,.000,.000,.000,.500,1.000,1.000,,,,.000,1.000,,.500,1,1.000,.000,0,0,,jeffrda01
579,Jon Teske,24,MEM,C,3,0,8,.000,15.5,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,,.000,0,,,0,0,,teskejo01
580,Feron Hunt,22,NYK,SF,2,0,8,.000,1.5,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,,.500,0,,,0,0,,huntfe01
581,Anthony Lamb,24,SAS,SF,2,0,8,.000,27.1,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,lamban01
582,M.J. Walker,23,PHO,SG,2,0,8,.000,15.4,.500,.250,.250,.000,.000,.500,.000,.000,.000,,,.000,,,.000,0,.500,.000,0,0,,walkemj01
583,Malik Newman,24,CLE,PG,1,0,8,.600,14.8,.800,.200,.000,.400,.200,.200,.750,1.000,,1.000,.000,.000,.667,,.000,0,.000,,0,0,,newmama01
584,Paris Bass,26,PHO,SF,2,0,7,.333,11.7,.667,.333,.333,.000,.000,.333,.500,1.000,.000,,,.000,.500,,.167,1,.000,,0,0,,basspa01
585,Scottie Lewis,21,CHO,SG,2,0,7,,,,,,,,,,,,,,,,,,0,,,0,0,,lewissc01
586,Jaysean Paige,27,DET,PG,1,0,7,.000,23.7,.333,.000,.000,.000,.333,.667,.000,,,,.000,.000,,,.000,0,.000,,0,0,,paigeja01
587,Jordan Goodwin,23,WAS,SG,2,0,6,.000,16.6,.667,.333,.000,.000,.333,.333,.000,.000,,,.000,.000,,,.000,0,.000,,0,0,,goodwjo01
588,Jaden Springer,19,PHI,SG,2,0,6,1.000,9.1,1.000,.000,1.000,.000,.000,.000,1.000,,1.000,,,,.000,,.000,0,,,0,0,,sprinja01
589,Arnoldas Kulboka,24,CHO,SF,2,0,5,.000,23.4,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,1.000,.000,0,0,,kulboar01
590,Zylan Cheatham,26,UTA,SF,1,0,5,.000,17.2,.333,.333,.000,.000,.000,.667,.000,.000,,,,.000,,,.000,0,.500,.000,0,0,,cheatzy01
591,Matt Ryan,24,BOS,SF,1,0,5,.200,25.6,.000,.000,.000,.000,.000,1.000,,,,,,.200,,1.000,.000,0,.400,.500,0,0,,ryanma01
592,Tyrell Terry,21,MEM,PG,2,0,3,1.000,15.2,1.000,.000,.000,1.000,.000,.000,1.000,,,1.000,,,.000,,.000,0,,,0,0,,terryty01
593,Javin DeLaurier,23,MIL,C,1,0,3,,,,,,,,,,,,,,,,,,0,,,0,0,,delauja01
594,Jaime Echenique,24,WAS,C,1,0,3,,,,,,,,,,,,,,,,,,0,,,0,0,,echenja01
595,Nate Hinton,22,IND,SG,2,0,2,.000,8.1,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,,.000,0,,,0,0,,hintona01
596,David Johnson,20,TOR,SG,2,0,2,.000,26.1,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,johnsda08
597,Jordan Bell,27,CHI,C,1,0,2,,,,,,,,,,,,,,,,,,0,,,0,0,,belljo01
598,Tyler Hall,24,NYK,SG,1,0,2,,,,,,,,,,,,,,,,,,0,,,0,0,,hallty01
599,Joe Johnson,40,BOS,SG,1,0,2,1.000,18.1,1.000,.000,.000,.000,1.000,.000,1.000,,,,1.000,,.000,,.000,0,,,0,0,,johnsjo02
600,C.J. Miles,34,BOS,SG,1,0,2,,,,,,,,,,,,,,,,,,0,,,0,0,,milescj01
601,Matt Mooney,24,NYK,SG,1,0,2,.000,25.1,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,moonema01
602,Ahmad Caver,25,IND,SG,1,0,1,1.000,1.8,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,1.000,,.000,0,,,0,0,,caverah01
603,Sam Dekker,27,TOR,PF,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,,dekkesa01
604,DeJon Jarreau,24,IND,SG,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,,jarrede01
605,Ade Murkey,24,SAC,SG,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,,murkead01
